Alias	Title	BioSample Used	Library Name	Library Source	Library Selection	Library Strategy	Library Construction Protocol	Instrument	Spot Type	Nominal Length	Nominal Stev	Spot Length
			Achromobacter xylosoxidans H1_3_1	GENOMIC	RANDOM	WGS		Sequel IIe	single	60000		10000
